architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
MIPS,Non-Crypto,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,__start,00400a10,Non-Crypto,3,4,3,1,2,0.045454545454545456,7.333333333333333,1,4,0,0,0,0,22,0.0,0.16944444444444443,0,19,0.08333333333333333,0.1611111111111111,0.049999999999999996,0.0,0.0,0.008333333333333333,0,0,20,7,1,10,0.13636363636363635,4.40555937222083,2.7721854605116727,0.13636363636363635,20
MIPS,Non-Crypto,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,deregister_tm_clones,00400a70,Non-Crypto,4,5,3,0,0,0.14285714285714285,3.5,2,5,0,0,0,0,14,0.0,0.375,0,18,0.13392857142857142,0.25,0.03571428571428571,0.0,0.0,0.125,0,0,16,6,4,4,0.037037037037037035,3.8391335334905508,3.273406020681987,0.21428571428571427,11
MIPS,Non-Crypto,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,register_tm_clones,00400aa8,Non-Crypto,4,5,3,0,0,0.10526315789473684,4.75,2,5,0,0,0,0,19,0.0,0.3846153846153846,0,20,0.14835164835164835,0.25,0.03571428571428571,0.0,0.0,0.1346153846153846,0,0,16,6,7,6,0.03125,4.243930638130453,3.5746987351738495,0.15789473684210525,16
MIPS,Non-Crypto,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,__do_global_dtors_aux,00400af4,Non-Crypto,5,8,5,1,2,0.09090909090909091,8.8,2,6,0,0,0,0,44,0.0,0.11251830292577321,0,49,0.25238768965424313,0.04365079365079365,0.13574392971676502,0.0,0.0,0.06886750927497956,0,0,36,6,8,29,0.14285714285714285,5.159938210295871,3.0154104464147617,0.11363636363636363,38
MIPS,XOR-CIPHER,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,diffuse_bytes,00400bb0,XOR-CIPHER,3,3,2,1,2,0.037037037037037035,9.0,2,3,0,0,0,0,27,0.0,0.48412698412698413,0,27,0.07936507936507936,0.4365079365079365,0.03968253968253968,0.015873015873015872,0.0,0.031746031746031744,0,0,16,13,6,10,0.09803921568627451,4.459994248163801,3.3340257151836257,0.07407407407407407,24
MIPS,XOR-CIPHER,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,permute_bytes,00400c1c,XOR-CIPHER,13,20,9,4,2,0.10606060606060606,5.076923076923077,2,11,0,0,0,0,66,0.0,0.12407731157731158,0,80,0.31240611240611244,0.08048756798756798,0.11304713804713805,0.0,0.0,0.04358974358974359,0,0,56,12,5,50,0.14689265536723164,5.134302666310573,2.746642021060323,0.13636363636363635,48
MIPS,XOR-CIPHER,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,xor_init,00400d24,XOR-CIPHER,9,14,7,3,2,0.06329113924050633,8.777777777777779,2,8,0,0,0,0,79,0.0,0.18191760601180892,0,86,0.3098521446347533,0.09391438539989265,0.11098301859171425,0.007246376811594203,0.0,0.08075684380032205,0,0,40,25,12,47,0.11627906976744186,5.299023292748898,2.9920340770355445,0.08860759493670886,66
MIPS,XOR-CIPHER,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,xor_encrypt_block,00400e60,XOR-CIPHER,10,19,11,3,2,0.0963855421686747,8.3,2,9,0,0,0,0,83,0.0,0.21479978354978355,0,100,0.209491341991342,0.16622835497835498,0.12194805194805194,0.005,0.0,0.04357142857142857,0,0,88,27,6,55,0.1646586345381526,5.412529284253757,2.803737902525709,0.13253012048192772,54
MIPS,XOR-CIPHER,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,xor_decrypt_block,00400fac,XOR-CIPHER,10,20,12,3,2,0.0963855421686747,8.3,2,7,0,0,0,0,83,0.0,0.19880242847506052,0,97,0.2164800999960319,0.14127078290544026,0.12242371334470854,0.005,0.0,0.052531645569620256,0,0,88,29,4,52,0.1589958158995816,5.271902432452779,2.8418965415145294,0.14457831325301204,53
MIPS,XOR-CIPHER,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,xor_stream_encrypt,004010f8,XOR-CIPHER,10,15,7,2,2,0.06666666666666667,7.5,2,5,0,0,0,0,75,0.0,0.15661341193368844,0,89,0.31947398275048045,0.14895969238135137,0.12331488685405737,0.004,0.0,0.0036537195523370634,0,0,120,18,3,55,0.18303571428571427,5.232271681174253,2.7451902651914386,0.09333333333333334,44
MIPS,Non-Crypto,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,__do_global_ctors_aux,00401230,Non-Crypto,5,6,3,1,2,0.09090909090909091,4.4,3,6,0,0,0,0,22,0.0,0.18858695652173912,0,34,0.18514492753623188,0.16358695652173913,0.11608695652173913,0.0,0.0,0.025,0,0,28,9,1,15,0.1323529411764706,4.530290103709066,2.834936606479511,0.13636363636363635,20
MIPS,Non-Crypto,mips-linux-gnu-gcc,Os,xor_MIPS_mips-linux-gnu-gcc_Os.elf,_fini,00401320,Non-Crypto,2,2,2,0,0,0.0,8.5,1,3,0,0,0,0,17,0.0,0.17032967032967034,0,21,0.29395604395604397,0.11538461538461539,0.10989010989010989,0.0,0.0,0.054945054945054944,0,0,32,6,2,11,0.1,4.429682606644447,2.8450956495457587,0.11764705882352941,15
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,FUN_00100680,00100680,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,FUN_00100690,00100690,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.688721875540867,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,FUN_001006a0,001006a0,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,FUN_001006b0,001006b0,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.688721875540867,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,FUN_001006c0,001006c0,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,FUN_001006d0,001006d0,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.688721875540867,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,_start,001006e0,Non-Crypto,1,3,4,0,0,0.08333333333333333,12.0,1,3,0,0,0,0,12,0.0,0.08695652173913043,0,5,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.0,0.0,0.043478260869565216,1,0,0,1,1,4,0.08695652173913043,4.616874605956221,2.1314076078546704,0.3333333333333333,11
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,_PREINIT_0,00100702,Non-Crypto,1,0,1,0,0,0.0,3.0,2,1,0,0,0,0,3,0.0,0.2,0,2,0.4,0.0,0.0,0.0,0.0,0.2,0,0,0,0,1,2,0.0,3.121928094887362,1.9219280948873623,0.3333333333333333,2
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,deregister_tm_clones,0010070e,Non-Crypto,4,5,3,0,0,0.2,2.5,2,5,0,0,0,0,10,0.0,0.08571428571428572,0,10,0.17142857142857143,0.0,0.03571428571428571,0.0,0.0,0.08571428571428572,0,0,0,0,3,6,0.05263157894736842,4.1343342542924955,2.7205827761460135,0.3,8
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,register_tm_clones,00100730,Non-Crypto,4,5,3,0,0,0.13333333333333333,3.75,2,5,0,0,0,0,15,0.0,0.10515873015873016,0,12,0.15476190476190477,0.0,0.03571428571428571,0.0,0.0,0.10515873015873016,0,0,0,0,6,8,0.037037037037037035,4.40796201621706,3.054289466574816,0.2,13
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,__do_global_dtors_aux,0010075c,Non-Crypto,5,8,5,0,0,0.2,4.0,2,7,0,0,0,0,20,0.0,0.06825396825396826,0,18,0.2761904761904762,0.0,0.1634920634920635,0.0,0.0,0.06825396825396826,0,0,16,0,3,14,0.16666666666666666,5.0557512535244555,2.771926181519115,0.25,18
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,xor_init,00100798,XOR-CIPHER,1,3,4,0,0,0.05,20.0,1,4,0,0,0,0,20,0.0,0.1,0,21,0.3,0.05,0.15,0.0,0.0,0.05,0,0,32,6,3,18,0.15,4.688624206469727,2.5714505554951925,0.2,16
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,xor_key_schedule,001007d8,XOR-CIPHER,11,14,5,2,1,0.03571428571428571,10.181818181818182,2,5,0,0,0,0,112,0.0,0.01270690094219506,0,90,0.1650496562261268,0.003972498090145149,0.11603853662677191,0.0012987012987012987,0.00043290043290043295,0.007435701553348612,0,0,36,9,15,80,0.15562913907284767,5.707625212013267,2.9740428368967002,0.044642857142857144,61
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,xor_encrypt_block,00100942,XOR-CIPHER,14,20,8,2,1,0.032520325203252036,8.785714285714286,1,7,0,0,0,0,123,0.0,0.04783224022354458,0,95,0.15626674050587092,0.021586927565188433,0.09373235460191982,0.0015527950310559005,0.0,0.024692517627300237,0,0,88,24,22,69,0.14968152866242038,5.72888970482548,3.13350065934608,0.06504065040650407,60
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,substitute_bytes,00100ac6,XOR-CIPHER,10,11,3,1,1,0.0392156862745098,5.1,2,3,0,0,0,0,51,0.0,0.008,0,42,0.22048484848484845,0.0,0.1532828282828283,0.0,0.0,0.008,0,0,40,0,2,38,0.1984126984126984,5.159929571795332,2.7232853682545626,0.058823529411764705,32
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,permute_bytes,00100b70,XOR-CIPHER,23,28,7,3,1,0.050505050505050504,4.304347826086956,1,15,0,0,0,0,99,0.0,0.017662048096830706,0,74,0.14967749641662684,0.0018115942028985505,0.09792562509953814,0.0,0.0,0.015850453893932154,0,0,56,2,10,63,0.14655172413793102,5.402545980562659,2.8334818357187324,0.0707070707070707,45
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,diffuse_bytes,00100cba,XOR-CIPHER,6,8,4,1,1,0.031746031746031744,10.5,2,5,0,0,0,0,63,0.0,0.01694915254237288,0,52,0.21447244523738726,0.005649717514124294,0.144747166881422,0.002824858757062147,0.0,0.00847457627118644,0,0,48,8,8,44,0.15568862275449102,5.553097755578894,2.9617383684333287,0.06349206349206349,43
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,xor_decrypt_block,00100d7e,XOR-CIPHER,19,26,9,3,1,0.044444444444444446,7.105263157894737,1,7,0,0,0,0,135,0.0,0.0353797613523014,0,103,0.14314661311228818,0.015973633536562597,0.09251398868103673,0.0011441647597254005,0.0,0.018261963056013398,0,0,96,24,22,75,0.15160349854227406,5.77748877572611,3.1532393141744928,0.06666666666666667,60
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,xor_stream_encrypt,00100f2e,XOR-CIPHER,15,18,5,2,1,0.03296703296703297,6.066666666666666,2,4,0,0,0,0,91,0.0,0.004255800792303339,0,79,0.2189811527842088,0.0007017543859649122,0.17213578913069574,0.002150537634408602,0.0,0.0014035087719298245,0,0,128,3,3,71,0.23605150214592274,5.372455926255927,2.6067057568636214,0.054945054945054944,46
RISCV,Non-Crypto,clang,O0,xor_RISCV_clang_O0.elf,main,00101074,Non-Crypto,21,51,32,4,1,0.05803571428571429,10.666666666666666,1,17,0,0,0,0,224,0.0,0.06144814695640699,0,230,0.22190946284642354,0.02139124001793821,0.10133284930870401,0.0,0.0,0.04005690693846878,0,0,464,54,52,195,0.10771704180064309,5.523783586533329,2.8285373356202683,0.14285714285714285,53
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,init_inv_sbox,001013b6,XOR-CIPHER,9,10,3,1,1,0.05,4.444444444444445,2,6,0,0,0,0,40,0.0,0.026262626262626265,0,31,0.21136363636363636,0.0,0.11703142536475869,0.0,0.0,0.026262626262626265,0,0,20,0,4,27,0.14285714285714285,5.18235698200574,2.7545629220162002,0.075,32
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,rotl8,00101436,XOR-CIPHER,1,0,1,0,0,0.0,18.0,2,1,0,0,0,0,18,0.0,0.125,0,16,0.25,0.08333333333333333,0.16666666666666666,0.0,0.0,0.041666666666666664,0,0,24,4,2,12,0.16666666666666666,5.308758439731458,2.85978259848837,0.05555555555555555,17
RISCV,XOR-CIPHER,clang,O0,xor_RISCV_clang_O0.elf,rotr8,00101468,XOR-CIPHER,1,0,1,0,0,0.0,18.0,2,1,0,0,0,0,18,0.0,0.125,0,16,0.25,0.08333333333333333,0.16666666666666666,0.0,0.0,0.041666666666666664,0,0,24,4,2,12,0.16666666666666666,5.308758439731458,2.85978259848837,0.05555555555555555,17
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,FUN_001006f0,001006f0,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,FUN_00100700,00100700,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.688721875540867,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,FUN_00100710,00100710,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,FUN_00100720,00100720,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.688721875540867,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,FUN_00100730,00100730,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,FUN_00100740,00100740,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.688721875540867,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,FUN_00100750,00100750,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,FUN_00100760,00100760,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.688721875540867,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,_start,00100770,Non-Crypto,1,3,4,0,0,0.08333333333333333,12.0,1,3,0,0,0,0,12,0.0,0.08695652173913043,0,5,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.0,0.0,0.043478260869565216,1,0,0,1,1,4,0.08695652173913043,4.616874605956221,2.1314076078546704,0.3333333333333333,11
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,_PREINIT_0,00100792,Non-Crypto,1,0,1,0,0,0.0,3.0,2,1,0,0,0,0,3,0.0,0.2,0,2,0.4,0.0,0.0,0.0,0.0,0.2,0,0,0,0,1,2,0.0,3.121928094887362,1.9219280948873623,0.3333333333333333,2
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,deregister_tm_clones,0010079e,Non-Crypto,4,5,3,0,0,0.2,2.5,2,5,0,0,0,0,10,0.0,0.08571428571428572,0,10,0.17142857142857143,0.0,0.03571428571428571,0.0,0.0,0.08571428571428572,0,0,0,0,3,6,0.05263157894736842,4.215360357297302,2.7205827761460135,0.3,8
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,register_tm_clones,001007c0,Non-Crypto,4,5,3,0,0,0.13333333333333333,3.75,2,5,0,0,0,0,15,0.0,0.10515873015873016,0,12,0.15476190476190477,0.0,0.03571428571428571,0.0,0.0,0.10515873015873016,0,0,0,0,6,8,0.037037037037037035,4.498871107126151,3.054289466574816,0.2,13
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,__do_global_dtors_aux,001007ec,Non-Crypto,5,8,5,0,0,0.2,4.0,2,7,0,0,0,0,20,0.0,0.06825396825396826,0,18,0.2761904761904762,0.0,0.1634920634920635,0.0,0.0,0.06825396825396826,0,0,16,0,3,14,0.16666666666666666,5.090234012145145,2.771926181519115,0.25,18
RISCV,XOR-CIPHER,clang,O1,xor_RISCV_clang_O1.elf,xor_init,00100828,XOR-CIPHER,9,14,7,3,2,0.056179775280898875,9.88888888888889,2,9,0,0,0,0,89,0.0,0.0504383724139551,0,71,0.2673130677847659,0.01282525588851893,0.10250763244967215,0.006289308176100629,0.0,0.03132380834933554,0,0,64,10,12,55,0.12437810945273632,6.044069743829603,2.685983200282952,0.07865168539325842,61
RISCV,XOR-CIPHER,clang,O1,xor_RISCV_clang_O1.elf,xor_encrypt_block,00100922,XOR-CIPHER,16,24,10,6,2,0.042328042328042326,11.8125,1,4,0,0,0,0,189,0.0,0.054393862765764536,0,144,0.16835324275739127,0.021449368190000716,0.0833562676928692,0.0063791989664082685,0.0,0.026565295609355555,0,0,64,37,40,92,0.1382488479262673,6.12660251258152,2.952781422404674,0.05291005291005291,83
RISCV,XOR-CIPHER,clang,O1,xor_RISCV_clang_O1.elf,xor_decrypt_block,00100b42,XOR-CIPHER,17,26,11,7,2,0.04639175257731959,11.411764705882353,1,4,0,0,0,0,194,0.0,0.05040861122682272,0,151,0.17060250774497057,0.019805643106508883,0.07943979964121184,0.0060039519683842526,0.0,0.02459901615192958,0,0,72,37,40,97,0.13777777777777778,6.201085392486554,2.9269769408060524,0.05670103092783505,83
RISCV,XOR-CIPHER,clang,O1,xor_RISCV_clang_O1.elf,xor_stream_encrypt,00100d70,XOR-CIPHER,11,17,8,2,2,0.10344827586206896,5.2727272727272725,2,5,0,0,0,0,58,0.0,0.015693779904306218,0,49,0.1845317840054682,0.0036363636363636364,0.07453684716842611,0.004784688995215311,0.0,0.007272727272727273,0,0,96,3,3,35,0.16666666666666666,6.220737929997177,2.8138253374561986,0.13793103448275862,40
RISCV,Non-Crypto,clang,O1,xor_RISCV_clang_O1.elf,main,00100e00,Non-Crypto,33,74,43,11,2,0.08074534161490683,9.757575757575758,1,27,0,0,0,0,322,0.0,0.07061348511868042,0,295,0.24278339962595474,0.022798888541180517,0.05180399569204607,0.0049050585296861356,0.0,0.04290953804781377,0,0,464,60,63,229,0.07712082262210797,6.187859540274719,2.6993891841237274,0.13354037267080746,111
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,FUN_001006f0,001006f0,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,3.0220552088742,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,FUN_00100700,00100700,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,FUN_00100710,00100710,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,3.0220552088742,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,FUN_00100720,00100720,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,FUN_00100730,00100730,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,3.0220552088742,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,FUN_00100740,00100740,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,FUN_00100750,00100750,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,3.0220552088742,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,FUN_00100760,00100760,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.18181818181818182,0,4,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0,0,0,2,1,3,0.09090909090909091,2.8553885422075336,2.59490661824394,0.6666666666666666,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,_start,00100770,Non-Crypto,1,3,4,0,0,0.08333333333333333,12.0,1,3,0,0,0,0,12,0.0,0.08695652173913043,0,5,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.0,0.0,0.043478260869565216,1,0,0,1,1,4,0.08695652173913043,4.675698135367986,2.1314076078546704,0.3333333333333333,11
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,_PREINIT_0,00100792,Non-Crypto,1,0,1,0,0,0.0,3.0,2,1,0,0,0,0,3,0.0,0.2,0,2,0.4,0.0,0.0,0.0,0.0,0.2,0,0,0,0,1,2,0.0,3.121928094887362,1.9219280948873623,0.3333333333333333,2
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,deregister_tm_clones,0010079e,Non-Crypto,4,5,3,0,0,0.2,2.5,2,5,0,0,0,0,10,0.0,0.08571428571428572,0,10,0.17142857142857143,0.0,0.03571428571428571,0.0,0.0,0.08571428571428572,0,0,0,0,3,6,0.05263157894736842,4.215360357297302,2.7205827761460135,0.3,8
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,register_tm_clones,001007c0,Non-Crypto,4,5,3,0,0,0.13333333333333333,3.75,2,5,0,0,0,0,15,0.0,0.10515873015873016,0,12,0.15476190476190477,0.0,0.03571428571428571,0.0,0.0,0.10515873015873016,0,0,0,0,6,8,0.037037037037037035,4.561482186720775,3.054289466574816,0.2,13
RISCV,Non-Crypto,clang,O2,xor_RISCV_clang_O2.elf,__do_global_dtors_aux,001007ec,Non-Crypto,5,8,5,0,0,0.2,4.0,2,7,0,0,0,0,20,0.0,0.06825396825396826,0,18,0.2761904761904762,0.0,0.1634920634920635,0.0,0.0,0.06825396825396826,0,0,16,0,3,14,0.16666666666666666,5.008253193142326,2.771926181519115,0.25,18
RISCV,XOR-CIPHER,clang,O2,xor_RISCV_clang_O2.elf,xor_init,00100828,XOR-CIPHER,9,14,7,3,2,0.056179775280898875,9.88888888888889,2,9,0,0,0,0,89,0.0,0.0504383724139551,0,71,0.2673130677847659,0.01282525588851893,0.10250763244967215,0.006289308176100629,0.0,0.03132380834933554,0,0,64,10,12,55,0.12437810945273632,6.032650731940509,2.685983200282952,0.07865168539325842,61
