architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,malloc,code:00043a,Non-Crypto,31,45,16,1,1,0.11363636363636363,4.258064516129032,2,25,0,0,0,0,132,0.0,0.07825569038823672,0,488,0.10879457787951756,0.017724475840208677,0.033042900849872756,0.06053121454802805,0.0,0.0,0,0,8,80,62,106,0.03506311360448808,5.935622511186604,3.678554640679739,0.12121212121212122,76
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,free,code:0004d2,Non-Crypto,24,34,12,2,1,0.08943089430894309,5.125,2,21,0,0,0,0,123,0.0,0.048822474877015465,0,376,0.11611762617126813,0.007011536468631522,0.056295807316331166,0.04181093840838394,0.0,0.0,0,0,4,54,46,106,0.06396255850234009,5.895745724297107,3.775847359240762,0.0975609756097561,62
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,putchar,code:000571,Non-Crypto,1,1,2,0,0,0.0,4.0,1,2,0,0,0,0,4,0.0,0.08333333333333333,0,4,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0,0,4,0,1,4,0.16666666666666666,3.52164063634332,2.855388542207534,0.5,3
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,puts,code:000578,Non-Crypto,9,12,5,2,2,0.09090909090909091,4.888888888888889,2,7,0,0,0,0,44,0.0,0.07039926269708041,0,52,0.1275442619473428,0.024512396271061228,0.09962055963339661,0.024084497255228963,0.0,0.02180236917079022,0,0,4,9,8,19,0.13043478260869565,5.240448981828822,3.633092263894891,0.11363636363636363,33
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,strnlen_P,code:000789,Non-Crypto,3,3,2,1,2,0.09090909090909091,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.08048433048433049,0,54,0.10612535612535612,0.009259259259259259,0.027065527065527062,0.06196581196581197,0.0,0.009259259259259259,0,0,4,10,8,12,0.039473684210526314,4.061482186720775,3.8450793249791233,0.18181818181818182,10
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,strnlen,code:000794,Non-Crypto,3,3,2,1,2,0.09090909090909091,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.073403720462544,0,54,0.10884866767219709,0.00980392156862745,0.018350930115636,0.06359979889391654,0.0,0.0,0,0,8,10,7,12,0.02702702702702703,3.9362600275315263,3.7059639617504647,0.18181818181818182,10
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,fputc,code:00079f,Non-Crypto,9,12,5,0,0,0.06666666666666667,6.666666666666667,2,9,0,0,0,0,60,0.0,0.10994919187111149,0,143,0.17345115069045777,0.04054349652744866,0.1315074277385579,0.03689540727781922,0.0,0.03251028806584363,0,0,4,21,18,44,0.11811023622047244,5.673930204123511,3.8683766318325032,0.08333333333333333,46
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,__ultoa_invert,code:0007db,Non-Crypto,13,24,13,3,2,0.10606060606060606,5.076923076923077,2,12,0,0,0,0,66,0.0,0.07812700158638128,0,337,0.10990286055343489,0.01186500602331824,0.039328030861577185,0.052471100622008354,0.0019230769230769232,0.013790894941054685,0,0,4,49,46,91,0.02268041237113402,5.945835552004707,3.8007387680828364,0.19696969696969696,40
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,FUN_code_00081d,code:00081d,Non-Crypto,1,1,2,0,0,0.0,1.0,1,2,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,1.0,0.0,2.0,0
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,FUN_code_00081e,code:00081e,Non-Crypto,2,2,2,1,2,0.09090909090909091,5.5,2,2,0,0,0,0,11,0.0,0.3467394902350215,0,96,0.09367759020191989,0.13290301224760012,0.009433962264150943,0.13488910956636874,0.0,0.07894736842105263,0,0,4,30,24,10,0.00909090909090909,3.3843641434371503,3.7716337781430056,0.18181818181818182,8
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,FUN_code_000829,code:000829,Non-Crypto,3,3,2,1,2,0.0625,5.333333333333333,2,3,0,0,0,0,16,0.0,0.21028265107212474,0,102,0.09381091617933723,0.07602339181286549,0.004629629629629629,0.08162768031189084,0.0,0.05263157894736842,0,0,4,28,24,20,0.007518796992481203,4.174800876357291,3.6622300463028927,0.125,11
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,__prologue_saves__,code:000839,Non-Crypto,1,1,2,0,0,0.0,16.0,1,2,0,0,0,0,16,0.0,0.0,0,16,0.5,0.0,0.5,0.0,0.0,0.0,0,0,4,0,0,16,0.5,3.271782221599798,1.0,0.125,1
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,FUN_code_000849,code:000849,Non-Crypto,1,0,1,0,0,0.0,12.0,2,1,0,0,0,0,12,0.0,0.44871794871794873,0,57,0.07692307692307693,0.20512820512820512,0.02564102564102564,0.038461538461538464,0.0,0.20512820512820512,0,0,4,19,19,6,0.02564102564102564,4.001629167387823,3.6565710533750395,0.08333333333333333,10
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,__epilogue_restores__,code:000855,Non-Crypto,1,0,1,0,0,0.0,27.0,2,1,0,0,0,0,27,0.0,0.22916666666666666,0,66,0.1736111111111111,0.10416666666666667,0.13194444444444445,0.013888888888888888,0.0,0.1111111111111111,0,0,4,17,18,25,0.13194444444444445,4.787023381672907,3.3862294753938778,0.037037037037037035,9
AVR,Non-Crypto,avr-gcc,O2,xor_AVR_avr-gcc_O2.elf,exit,code:000870,Non-Crypto,2,2,2,1,2,0.0,1.0,1,2,0,0,0,0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,2.0,1.0,1.0,1
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,__trampolines_start,code:000034,Non-Crypto,1,1,2,0,0,0.0,6.0,1,2,0,0,0,0,6,0.0,0.6428571428571429,0,14,0.0,0.2857142857142857,0.0,0.07142857142857142,0.0,0.2857142857142857,0,0,4,10,10,0,0.0,3.4182958340544896,2.164497779200461,0.3333333333333333,5
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,__do_copy_data,code:00003a,Non-Crypto,3,4,3,1,1,0.09090909090909091,3.6666666666666665,1,3,0,0,0,0,11,0.0,0.08333333333333333,0,26,0.125,0.010416666666666666,0.125,0.03125,0.0,0.041666666666666664,0,0,4,4,4,6,0.058823529411764705,4.061482186720775,3.33972167705526,0.2727272727272727,7
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,__do_clear_bss,code:000045,Non-Crypto,4,6,4,1,1,0.2,2.5,1,5,0,0,0,0,10,0.0,0.0625,0,27,0.17708333333333331,0.0078125,0.11458333333333333,0.0234375,0.0,0.03125,0,0,4,4,4,7,0.04,4.251629167387823,3.370099379593678,0.4,8
AVR,XOR-CIPHER,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,xor_init,code:000053,XOR-CIPHER,13,18,7,5,2,0.046153846153846156,10.0,2,11,0,0,0,0,130,0.0,0.07037907030082123,0,408,0.14359376871780685,0.013249724714547441,0.08748881840639311,0.05220383631293842,0.0,0.004925509273335359,0,0,4,80,70,90,0.05324459234608985,6.250191994495609,3.673877956095845,0.05384615384615385,72
AVR,XOR-CIPHER,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,xor_encrypt_block,code:0000d9,XOR-CIPHER,12,16,6,2,2,0.008278145695364239,50.333333333333336,2,4,0,0,0,0,604,0.0,0.07247105200116745,0,1829,0.09164897708519489,0.02091593791548411,0.05286926205581242,0.03847503425140723,0.0,0.013080079834276106,0,0,4,430,393,447,0.06885137371731215,6.63982292947517,3.7259758837620103,0.009933774834437087,76
AVR,XOR-CIPHER,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,xor_decrypt_block,code:000375,XOR-CIPHER,13,16,5,3,2,0.003527336860670194,87.23076923076923,2,8,0,0,0,0,1134,0.0,0.10116878077647169,0,4398,0.15803969908429066,0.02983353915486549,0.10524906687680723,0.04594355315739865,0.0,0.025391688464207546,0,0,4,1066,999,1008,0.042302660270388134,6.7112172007385675,3.6877373595779845,0.004409171075837742,102
AVR,XOR-CIPHER,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,xor_stream_encrypt,code:000823,XOR-CIPHER,33,52,21,1,1,0.06462585034013606,8.909090909090908,2,6,0,0,0,0,294,0.0,0.09034895619959864,0,858,0.10157440967203366,0.01975961861011274,0.05575992093818564,0.0607571563349471,0.0,0.009832181254538802,0,0,4,168,151,216,0.08421797593772117,6.292299823409576,3.766252815848187,0.07142857142857142,71
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,main,code:00094a,Non-Crypto,13,44,33,6,2,0.03636363636363636,25.384615384615383,1,22,0,0,0,0,330,0.0,0.11690365174296086,0,774,0.21429110726371056,0.027542628719708785,0.11882243105380513,0.0587191531925016,0.0,0.03064186983075047,0,0,4,121,129,261,0.09805389221556886,5.914937015219179,3.645116742061763,0.1,52
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,malloc,code:000aae,Non-Crypto,31,45,16,1,1,0.11363636363636363,4.258064516129032,2,25,0,0,0,0,132,0.0,0.07825569038823672,0,488,0.10879457787951756,0.017724475840208677,0.033042900849872756,0.06053121454802805,0.0,0.0,0,0,8,80,62,106,0.03506311360448808,5.8967758946910225,3.678554640679739,0.12121212121212122,76
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,free,code:000b46,Non-Crypto,24,34,12,2,1,0.08943089430894309,5.125,2,21,0,0,0,0,123,0.0,0.048822474877015465,0,376,0.11611762617126813,0.007011536468631522,0.056295807316331166,0.04181093840838394,0.0,0.0,0,0,4,54,46,106,0.06396255850234009,5.869066731362409,3.775847359240762,0.0975609756097561,62
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,putchar,code:000be5,Non-Crypto,1,1,2,0,0,0.0,4.0,1,2,0,0,0,0,4,0.0,0.08333333333333333,0,4,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0,0,4,0,1,4,0.16666666666666666,3.3787834934861767,2.855388542207534,0.5,3
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,puts,code:000bec,Non-Crypto,9,12,5,2,2,0.09090909090909091,4.888888888888889,2,7,0,0,0,0,44,0.0,0.07039926269708041,0,52,0.1275442619473428,0.024512396271061228,0.09962055963339661,0.024084497255228963,0.0,0.02180236917079022,0,0,4,9,8,19,0.13043478260869565,5.240448981828822,3.633092263894891,0.11363636363636363,33
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,strnlen_P,code:000dfd,Non-Crypto,3,3,2,1,2,0.09090909090909091,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.08048433048433049,0,54,0.10612535612535612,0.009259259259259259,0.027065527065527062,0.06196581196581197,0.0,0.009259259259259259,0,0,4,10,8,12,0.039473684210526314,4.061482186720775,3.8450793249791233,0.18181818181818182,10
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,strnlen,code:000e08,Non-Crypto,3,3,2,1,2,0.09090909090909091,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.073403720462544,0,54,0.10884866767219709,0.00980392156862745,0.018350930115636,0.06359979889391654,0.0,0.0,0,0,8,10,7,12,0.02702702702702703,3.9362600275315263,3.7059639617504647,0.18181818181818182,10
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,fputc,code:000e13,Non-Crypto,9,12,5,0,0,0.06666666666666667,6.666666666666667,2,9,0,0,0,0,60,0.0,0.10994919187111149,0,143,0.17345115069045777,0.04054349652744866,0.1315074277385579,0.03689540727781922,0.0,0.03251028806584363,0,0,4,21,18,44,0.11811023622047244,5.673930204123511,3.8683766318325032,0.08333333333333333,46
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,__ultoa_invert,code:000e4f,Non-Crypto,13,24,13,3,2,0.10606060606060606,5.076923076923077,2,12,0,0,0,0,66,0.0,0.07812700158638128,0,337,0.10990286055343489,0.01186500602331824,0.039328030861577185,0.052471100622008354,0.0019230769230769232,0.013790894941054685,0,0,4,49,46,91,0.02268041237113402,5.945835552004707,3.8007387680828364,0.19696969696969696,40
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,FUN_code_000e91,code:000e91,Non-Crypto,1,1,2,0,0,0.0,1.0,1,2,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,1.0,0.0,2.0,0
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,FUN_code_000e92,code:000e92,Non-Crypto,2,2,2,1,2,0.09090909090909091,5.5,2,2,0,0,0,0,11,0.0,0.3467394902350215,0,96,0.09367759020191989,0.13290301224760012,0.009433962264150943,0.13488910956636874,0.0,0.07894736842105263,0,0,4,30,24,10,0.00909090909090909,3.3843641434371503,3.7716337781430056,0.18181818181818182,8
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,FUN_code_000e9d,code:000e9d,Non-Crypto,3,3,2,1,2,0.0625,5.333333333333333,2,3,0,0,0,0,16,0.0,0.21028265107212474,0,102,0.09381091617933723,0.07602339181286549,0.004629629629629629,0.08162768031189084,0.0,0.05263157894736842,0,0,4,28,24,20,0.007518796992481203,4.174800876357291,3.6622300463028927,0.125,11
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,__prologue_saves__,code:000ead,Non-Crypto,1,1,2,0,0,0.0,16.0,1,2,0,0,0,0,16,0.0,0.0,0,16,0.5,0.0,0.5,0.0,0.0,0.0,0,0,4,0,0,16,0.5,3.271782221599798,1.0,0.125,1
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,FUN_code_000ebd,code:000ebd,Non-Crypto,1,0,1,0,0,0.0,12.0,2,1,0,0,0,0,12,0.0,0.44871794871794873,0,57,0.07692307692307693,0.20512820512820512,0.02564102564102564,0.038461538461538464,0.0,0.20512820512820512,0,0,4,19,19,6,0.02564102564102564,4.001629167387823,3.6565710533750395,0.08333333333333333,10
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,__epilogue_restores__,code:000ec9,Non-Crypto,1,0,1,0,0,0.0,27.0,2,1,0,0,0,0,27,0.0,0.22916666666666666,0,66,0.1736111111111111,0.10416666666666667,0.13194444444444445,0.013888888888888888,0.0,0.1111111111111111,0,0,4,17,18,25,0.13194444444444445,4.787023381672907,3.3862294753938778,0.037037037037037035,9
AVR,Non-Crypto,avr-gcc,O3,xor_AVR_avr-gcc_O3.elf,exit,code:000ee4,Non-Crypto,2,2,2,1,2,0.0,1.0,1,2,0,0,0,0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,2.0,1.0,1.0,1
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,__trampolines_start,code:000034,Non-Crypto,1,1,2,0,0,0.0,6.0,1,2,0,0,0,0,6,0.0,0.6428571428571429,0,14,0.0,0.2857142857142857,0.0,0.07142857142857142,0.0,0.2857142857142857,0,0,4,10,10,0,0.0,3.4182958340544896,2.164497779200461,0.3333333333333333,5
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,__do_copy_data,code:00003a,Non-Crypto,3,4,3,1,1,0.09090909090909091,3.6666666666666665,1,3,0,0,0,0,11,0.0,0.08333333333333333,0,26,0.125,0.010416666666666666,0.125,0.03125,0.0,0.041666666666666664,0,0,4,4,4,6,0.058823529411764705,4.1523912776298655,3.33972167705526,0.2727272727272727,7
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,__do_clear_bss,code:000045,Non-Crypto,4,6,4,1,1,0.2,2.5,1,5,0,0,0,0,10,0.0,0.0625,0,27,0.17708333333333331,0.0078125,0.11458333333333333,0.0234375,0.0,0.03125,0,0,4,4,4,7,0.04,4.418295834054489,3.370099379593678,0.4,8
AVR,XOR-CIPHER,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,permute_bytes,code:000053,XOR-CIPHER,13,18,7,4,2,0.06818181818181818,6.769230769230769,2,13,0,0,0,0,88,0.0,0.14424109649277012,0,350,0.09417213875134481,0.05175251730820823,0.028695743536172085,0.05957463322713766,0.0,0.032913945957424216,0,0,4,74,67,68,0.036608863198458574,5.725423475855859,3.9012835654532,0.07954545454545454,55
AVR,XOR-CIPHER,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,diffuse_bytes,code:0000ad,XOR-CIPHER,3,3,2,1,2,0.02631578947368421,12.666666666666666,2,3,0,0,0,0,38,0.0,0.06427503736920777,0,172,0.2781763826606876,0.014947683109118086,0.1976457399103139,0.04185351270553064,0.0,0.007473841554559043,0,0,4,38,33,36,0.03734439834024896,5.233198362407225,3.7205784132414923,0.05263157894736842,30
AVR,XOR-CIPHER,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,xor_init,code:0000d3,XOR-CIPHER,15,21,8,6,2,0.058823529411764705,7.933333333333334,2,11,0,0,0,0,119,0.0,0.06141684374575685,0,385,0.14086317717800628,0.008805423742302605,0.0733995804933221,0.05078135464397712,0.0,0.0018300653594771241,0,0,4,71,61,84,0.049557522123893805,6.025616180288068,3.688761168881316,0.06722689075630252,71
AVR,XOR-CIPHER,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,xor_encrypt_block,code:00014e,XOR-CIPHER,12,19,9,5,2,0.06422018348623854,9.083333333333334,2,9,0,0,0,0,109,0.0,0.1428434047404949,0,359,0.1482604613635522,0.03762231274007722,0.059508128329214455,0.06774292074915776,0.0,0.037478171251259906,0,0,4,74,71,81,0.059033989266547404,5.86715644912487,3.9558096454391967,0.08256880733944955,60
AVR,XOR-CIPHER,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,xor_decrypt_block,code:0001bd,XOR-CIPHER,12,20,10,5,2,0.0625,9.333333333333334,2,9,0,0,0,0,112,0.0,0.14181566327636638,0,373,0.14192997577360578,0.03996941480235299,0.05803261219683558,0.06587860736073461,0.0,0.03596764111327879,0,0,4,75,74,86,0.060240963855421686,5.808547929037423,3.9765540370392833,0.08928571428571429,62
AVR,XOR-CIPHER,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,xor_stream_encrypt,code:000231,XOR-CIPHER,13,17,6,3,2,0.029197080291970802,10.538461538461538,2,5,0,0,0,0,137,0.0,0.1334237805936554,0,384,0.13150559737247042,0.04504151666623062,0.07361239514288377,0.05455962203842134,0.0,0.03382264188900344,0,0,4,76,71,116,0.11145996860282574,6.302037262230471,3.9470806971148433,0.043795620437956206,64
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,main,code:0002bb,Non-Crypto,13,44,33,6,2,0.03636363636363636,25.384615384615383,1,22,0,0,0,0,330,0.0,0.11690365174296086,0,774,0.21429110726371056,0.027542628719708785,0.11882243105380513,0.0587191531925016,0.0,0.03064186983075047,0,0,4,121,129,261,0.09805389221556886,5.888295395615349,3.645116742061763,0.1,52
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,malloc,code:00041f,Non-Crypto,31,45,16,1,1,0.11363636363636363,4.258064516129032,2,25,0,0,0,0,132,0.0,0.07825569038823672,0,488,0.10879457787951756,0.017724475840208677,0.033042900849872756,0.06053121454802805,0.0,0.0,0,0,8,80,62,106,0.03506311360448808,5.935622511186604,3.678554640679739,0.12121212121212122,76
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,free,code:0004b7,Non-Crypto,24,34,12,2,1,0.08943089430894309,5.125,2,21,0,0,0,0,123,0.0,0.048822474877015465,0,376,0.11611762617126813,0.007011536468631522,0.056295807316331166,0.04181093840838394,0.0,0.0,0,0,4,54,46,106,0.06396255850234009,5.895745724297107,3.775847359240762,0.0975609756097561,62
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,putchar,code:000556,Non-Crypto,1,1,2,0,0,0.0,4.0,1,2,0,0,0,0,4,0.0,0.08333333333333333,0,4,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0,0,4,0,1,4,0.16666666666666666,3.521640636343319,2.855388542207534,0.5,3
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,puts,code:00055d,Non-Crypto,9,12,5,2,2,0.09090909090909091,4.888888888888889,2,7,0,0,0,0,44,0.0,0.07039926269708041,0,52,0.1275442619473428,0.024512396271061228,0.09962055963339661,0.024084497255228963,0.0,0.02180236917079022,0,0,4,9,8,19,0.13043478260869565,5.240448981828822,3.633092263894891,0.11363636363636363,33
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,strnlen_P,code:00076e,Non-Crypto,3,3,2,1,2,0.09090909090909091,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.08048433048433049,0,54,0.10612535612535612,0.009259259259259259,0.027065527065527062,0.06196581196581197,0.0,0.009259259259259259,0,0,4,10,8,12,0.039473684210526314,4.061482186720775,3.8450793249791233,0.18181818181818182,10
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,strnlen,code:000779,Non-Crypto,3,3,2,1,2,0.09090909090909091,3.6666666666666665,2,3,0,0,0,0,11,0.0,0.073403720462544,0,54,0.10884866767219709,0.00980392156862745,0.018350930115636,0.06359979889391654,0.0,0.0,0,0,8,10,7,12,0.02702702702702703,3.9362600275315263,3.7059639617504647,0.18181818181818182,10
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,fputc,code:000784,Non-Crypto,9,12,5,0,0,0.06666666666666667,6.666666666666667,2,9,0,0,0,0,60,0.0,0.10994919187111149,0,143,0.17345115069045777,0.04054349652744866,0.1315074277385579,0.03689540727781922,0.0,0.03251028806584363,0,0,4,21,18,44,0.11811023622047244,5.673930204123511,3.8683766318325032,0.08333333333333333,46
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,__ultoa_invert,code:0007c0,Non-Crypto,13,24,13,3,2,0.10606060606060606,5.076923076923077,2,12,0,0,0,0,66,0.0,0.07812700158638128,0,337,0.10990286055343489,0.01186500602331824,0.039328030861577185,0.052471100622008354,0.0019230769230769232,0.013790894941054685,0,0,4,49,46,91,0.02268041237113402,5.945835552004707,3.8007387680828364,0.19696969696969696,40
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,FUN_code_000802,code:000802,Non-Crypto,1,1,2,0,0,0.0,1.0,1,2,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,1.0,0.0,2.0,0
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,FUN_code_000803,code:000803,Non-Crypto,2,2,2,1,2,0.09090909090909091,5.5,2,2,0,0,0,0,11,0.0,0.3467394902350215,0,96,0.09367759020191989,0.13290301224760012,0.009433962264150943,0.13488910956636874,0.0,0.07894736842105263,0,0,4,30,24,10,0.00909090909090909,3.3843641434371503,3.7716337781430056,0.18181818181818182,8
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,FUN_code_00080e,code:00080e,Non-Crypto,3,3,2,1,2,0.0625,5.333333333333333,2,3,0,0,0,0,16,0.0,0.21028265107212474,0,102,0.09381091617933723,0.07602339181286549,0.004629629629629629,0.08162768031189084,0.0,0.05263157894736842,0,0,4,28,24,20,0.007518796992481203,4.174800876357291,3.6622300463028927,0.125,11
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,__prologue_saves__,code:00081e,Non-Crypto,1,1,2,0,0,0.0,16.0,1,2,0,0,0,0,16,0.0,0.0,0,16,0.5,0.0,0.5,0.0,0.0,0.0,0,0,4,0,0,16,0.5,3.271782221599798,1.0,0.125,1
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,FUN_code_00082e,code:00082e,Non-Crypto,1,0,1,0,0,0.0,12.0,2,1,0,0,0,0,12,0.0,0.44871794871794873,0,57,0.07692307692307693,0.20512820512820512,0.02564102564102564,0.038461538461538464,0.0,0.20512820512820512,0,0,4,19,19,6,0.02564102564102564,4.001629167387823,3.6565710533750395,0.08333333333333333,10
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,__epilogue_restores__,code:00083a,Non-Crypto,1,0,1,0,0,0.0,27.0,2,1,0,0,0,0,27,0.0,0.22916666666666666,0,66,0.1736111111111111,0.10416666666666667,0.13194444444444445,0.013888888888888888,0.0,0.1111111111111111,0,0,4,17,18,25,0.13194444444444445,4.787023381672907,3.3862294753938778,0.037037037037037035,9
AVR,Non-Crypto,avr-gcc,Os,xor_AVR_avr-gcc_Os.elf,exit,code:000855,Non-Crypto,2,2,2,1,2,0.0,1.0,1,2,0,0,0,0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0.0,2.0,1.0,1.0,1
MIPS,Non-Crypto,clang,O0,xor_MIPS_clang_O0.elf,_init,00010684,Non-Crypto,5,6,3,0,0,0.06060606060606061,6.6,2,6,0,0,0,0,33,0.0,0.16456724103782927,0,40,0.18375916022974845,0.13428401663695783,0.07809467221231928,0.0,0.0,0.030283224400871455,0,0,32,12,3,18,0.09333333333333334,4.404298457050663,2.9725521505753925,0.09090909090909091,19
MIPS,Non-Crypto,clang,O0,xor_MIPS_clang_O0.elf,__start,00010710,Non-Crypto,3,4,3,1,2,0.045454545454545456,7.333333333333333,1,4,0,0,0,0,22,0.0,0.16944444444444443,0,19,0.08333333333333333,0.1611111111111111,0.049999999999999996,0.0,0.0,0.008333333333333333,0,0,20,7,1,10,0.13636363636363635,4.382832099493558,2.7721854605116727,0.13636363636363635,20
MIPS,Non-Crypto,clang,O0,xor_MIPS_clang_O0.elf,deregister_tm_clones,00010770,Non-Crypto,4,5,3,0,0,0.14285714285714285,3.5,2,5,0,0,0,0,14,0.0,0.26136363636363635,0,21,0.07954545454545454,0.25,0.045454545454545456,0.0,0.0,0.011363636363636364,0,0,16,6,1,7,0.1111111111111111,3.8832204433478523,3.0346259624623997,0.21428571428571427,11
