architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,SHA-1,gcc,O0.elf,sha1_x86_gcc_O0.elf,sha1_init,001015a2,SHA-1,1,0,1,0,0,0,21,2,1,0,0,0,0,21,0,0,0,18,0.321428571,0,0.321428571,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,24,0,0,18,0.321428571,4.580969518,2.106352403,0.047619048,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,SHA-1,gcc,O0.elf,sha1_x86_gcc_O0.elf,sha1_update,001015ff,SHA-1,6,8,4,1,1,0.063829787,7.833333333,2,4,0,0,0,0,47,0,0.062923525,0,84,0.234870262,0.062923525,0.256855685,0,0.002415459,0,FALSE,FALSE,FALSE,FALSE,0,0,56,10,0,39,0.23030303,4.499913582,3.473575574,0.085106383,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,SHA-1,gcc,O0.elf,sha1_x86_gcc_O0.elf,sha1_final,001016a4,SHA-1,13,19,8,3,1,0.031746032,14.53846154,2,12,0,0,0,0,189,0,0.096064737,0,963,0.187078998,0.090266183,0.149674475,0.000753069,0.015789474,0.005045485,FALSE,FALSE,FALSE,FALSE,0,0,48,384,42,149,0.093964859,4.939872949,3.819123301,0.042328042,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O0.elf,sha1_x86_gcc_O0.elf,main,0010190b,Non-Crypto,6,16,12,1,1,0.064516129,10.33333333,2,13,0,0,0,0,62,0,0.055303176,0,84,0.22658219,0.053471675,0.231433187,0.001831502,0.004385965,0,FALSE,FALSE,FALSE,FALSE,0,0,172,11,1,36,0.194285714,4.73057913,3.649089218,0.193548387,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O0.elf,sha1_x86_gcc_O0.elf,_fini,00101a30,Non-Crypto,1,0,1,0,0,0,4,2,1,0,0,0,0,4,0,0.19047619,0,21,0.142857143,0.19047619,0.047619048,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,4,0,3,0.047619048,3.238901257,3.344698375,0.25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,_init,101000,Non-Crypto,3,4,3,0,0,0.25,2.666666667,2,4,0,0,0,0,8,0,0.138888889,0,31,0.155555556,0.138888889,0.111111111,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,7,0,4,0.055555556,4.236368984,3.5957296,0.375,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,FUN_00101020,101020,Non-Crypto,1,1,2,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,0.25,0,0.25,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,8,0,0,1,0.25,2.777362795,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,FUN_00101070,101070,Non-Crypto,1,2,3,0,0,0.5,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,0,0,0,0,3.277613437,0,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,_start,001010c0,Non-Crypto,1,1,2,0,0,0,13,1,2,0,0,0,0,13,0,0.210526316,0,40,0.070175439,0.157894737,0.070175439,0.052631579,0,0,FALSE,FALSE,FALSE,FALSE,0,0,16,12,3,4,0.070175439,4.681880803,3.174137821,0.153846154,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,deregister_tm_clones,001010f0,Non-Crypto,4,5,3,0,0,0.222222222,2.25,2,5,0,0,0,0,9,0,0.106643357,0,21,0.102564103,0.106643357,0.083333333,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,5,0,2,0.035714286,4.054538857,3.338804369,0.333333333,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,register_tm_clones,101120,Non-Crypto,4,5,3,0,0,0.142857143,3.5,2,5,0,0,0,0,14,0,0.184686673,0,109,0.093042071,0.17255075,0.083333333,0,0,0.012135922,FALSE,FALSE,FALSE,FALSE,0,0,8,46,5,5,0.008474576,4.466857823,3.436429547,0.214285714,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,__do_global_dtors_aux,101160,Non-Crypto,5,7,4,0,0,0.214285714,2.8,2,7,0,0,0,0,14,0,0.06,0,28,0.214545455,0.06,0.184545455,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,4,0,8,0.133333333,4.526393124,3.716868586,0.285714286,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,SHA-1,gcc,O1.elf,sha1_x86_gcc_O1.elf,sha1_transform,001011a9,SHA-1,17,23,8,3,2,0.054263566,7.588235294,2,10,0,0,0,0,129,0,0.170863277,0,645,0.131965446,0.145268639,0.069763844,0.016975699,0.001711359,0.008618939,FALSE,FALSE,FALSE,FALSE,0,0,412,199,35,85,0.061104583,6.09997405,3.924382728,0.062015504,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,SHA-1,gcc,O1.elf,sha1_x86_gcc_O1.elf,sha1_init,101351,SHA-1,1,0,1,0,0,0,9,2,1,0,0,0,0,9,0,0,0,8,0.333333333,0,0.333333333,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,0,0,8,0.333333333,4.521305733,1.947338796,0.111111111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,SHA-1,gcc,O1.elf,sha1_x86_gcc_O1.elf,sha1_update,101388,SHA-1,7,9,4,1,1,0.125,4.571428571,3,6,0,0,0,0,32,0,0.097455176,0,73,0.178870253,0.097455176,0.178773858,0,0.013283208,0,FALSE,FALSE,FALSE,FALSE,0,0,8,13,0,22,0.165354331,5.405985162,3.815617722,0.125,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,SHA-1,gcc,O1.elf,sha1_x86_gcc_O1.elf,sha1_final,1.01E+06,SHA-1,12,19,9,3,2,0.082474227,8.083333333,2,13,0,0,0,0,97,0,0.134658414,0,572,0.125671607,0.127831721,0.082449183,0,0.016952777,0.006826693,FALSE,FALSE,FALSE,FALSE,0,0,8,235,22,73,0.059065934,5.523061238,3.776871344,0.092783505,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,main,101535,Non-Crypto,5,14,11,1,2,0.056603774,10.6,2,12,0,0,0,0,53,0,0.074547115,0,82,0.201386467,0.071807389,0.187591532,0.002739726,0,0,FALSE,FALSE,FALSE,FALSE,0,0,64,13,1,27,0.150326797,4.821111684,3.617314442,0.20754717,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O1.elf,sha1_x86_gcc_O1.elf,_fini,101624,Non-Crypto,1,0,1,0,0,0,4,2,1,0,0,0,0,4,0,0.19047619,0,21,0.142857143,0.19047619,0.047619048,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,4,0,3,0.047619048,3.238901257,3.344698375,0.25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O2.elf,sha1_x86_gcc_O2.elf,_init,101000,Non-Crypto,3,4,3,0,0,0.25,2.666666667,2,4,0,0,0,0,8,0,0.138888889,0,31,0.155555556,0.138888889,0.111111111,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,7,0,4,0.055555556,4.236368984,3.5957296,0.375,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O2.elf,sha1_x86_gcc_O2.elf,FUN_00101020,101020,Non-Crypto,1,1,2,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,0.25,0,0.25,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,8,0,0,1,0.25,2.777362795,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O2.elf,sha1_x86_gcc_O2.elf,FUN_00101080,101080,Non-Crypto,1,2,3,0,0,0.5,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,0,0,0,0,3.277613437,0,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O2.elf,sha1_x86_gcc_O2.elf,main,1.01E+03,Non-Crypto,5,13,10,1,2,0.050847458,11.8,2,11,0,0,0,0,59,0,0.104245736,0,123,0.18367574,0.0875748,0.174208921,0.016670935,0.001886792,0,FALSE,FALSE,FALSE,FALSE,0,0,112,25,5,33,0.132352941,5.267705832,3.661272714,0.169491525,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O2.elf,sha1_x86_gcc_O2.elf,_start,101200,Non-Crypto,1,1,2,0,0,0,13,1,2,0,0,0,0,13,0,0.210526316,0,40,0.070175439,0.157894737,0.070175439,0.052631579,0,0,FALSE,FALSE,FALSE,FALSE,0,0,16,12,3,4,0.070175439,4.7672785,3.174137821,0.153846154,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O2.elf,sha1_x86_gcc_O2.elf,deregister_tm_clones,101230,Non-Crypto,4,5,3,0,0,0.222222222,2.25,2,5,0,0,0,0,9,0,0.106643357,0,21,0.102564103,0.106643357,0.083333333,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,5,0,2,0.035714286,3.973512754,3.338804369,0.333333333,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O2.elf,sha1_x86_gcc_O2.elf,register_tm_clones,101260,Non-Crypto,4,5,3,0,0,0.142857143,3.5,2,5,0,0,0,0,14,0,0.184686673,0,109,0.093042071,0.17255075,0.083333333,0,0,0.012135922,FALSE,FALSE,FALSE,FALSE,0,0,8,46,5,5,0.008474576,4.466857823,3.436429547,0.214285714,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,Non-Crypto,gcc,O2.elf,sha1_x86_gcc_O2.elf,__do_global_dtors_aux,001012a0,Non-Crypto,5,7,4,0,0,0.214285714,2.8,2,7,0,0,0,0,14,0,0.06,0,28,0.214545455,0.06,0.184545455,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,8,4,0,8,0.133333333,4.466298448,3.716868586,0.285714286,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x86,SHA-1,gcc,O2.elf,sha1_x86_gcc_O2.elf,sha1_transform,001012f0,SHA-1,17,23,8,3,2,0.054263566,7.588235294,2,10,0,0,0,0,129,0,0.178919928,0,645,0.127209064,0.151367876,0.06362256,0.018868579,0.0017531,0.008683473,FALSE,FALSE,FALSE,FALSE,0,0,404,202,36,80,0.054631829,6.173770786,3.900059969,0.062015504,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
