architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,_init,004005d8,Non-Crypto,5,8,5,0,0,0.096774194,6.2,1,8,0,0,0,0,31,0,0.16950272,0,38,0.168502331,0.138199301,0.079399767,0,0,0.031303419,FALSE,FALSE,FALSE,FALSE,0,0,32,12,3,16,0.095890411,4.320515016,2.995833594,0.161290323,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,main,400660,Non-Crypto,5,14,11,1,2,0.043478261,18.4,2,12,0,0,0,0,92,0,0.162508995,0,106,0.186568506,0.147785069,0.142264155,0,0,0.014723926,FALSE,FALSE,FALSE,FALSE,0,0,184,30,12,58,0.151515152,5.44192186,2.760098739,0.119565217,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,__start,004007d0,Non-Crypto,3,4,3,1,2,0.045454545,7.333333333,1,4,0,0,0,0,22,0,0.169444444,0,19,0.083333333,0.161111111,0.05,0,0,0.008333333,FALSE,FALSE,FALSE,FALSE,0,0,20,7,1,10,0.136363636,4.405559372,2.772185461,0.136363636,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,deregister_tm_clones,400830,Non-Crypto,4,5,3,0,0,0.142857143,3.5,2,5,0,0,0,0,14,0,0.375,0,18,0.133928571,0.25,0.035714286,0,0,0.125,FALSE,FALSE,FALSE,FALSE,0,0,16,6,4,4,0.037037037,3.839133533,3.273406021,0.214285714,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,register_tm_clones,400868,Non-Crypto,4,5,3,0,0,0.105263158,4.75,2,5,0,0,0,0,19,0,0.384615385,0,20,0.148351648,0.25,0.035714286,0,0,0.134615385,FALSE,FALSE,FALSE,FALSE,0,0,16,6,7,6,0.03125,4.222751158,3.574698735,0.157894737,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,__do_global_dtors_aux,004008b4,Non-Crypto,5,8,5,1,2,0.090909091,8.8,2,6,0,0,0,0,44,0,0.112518303,0,49,0.25238769,0.043650794,0.13574393,0,0,0.068867509,FALSE,FALSE,FALSE,FALSE,0,0,36,6,8,29,0.142857143,5.164005185,3.015410446,0.113636364,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,SHA-1,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,sha1_transform,400970,SHA-1,17,24,9,3,2,0.054054054,8.705882353,2,11,0,0,0,0,148,0,0.394242826,0,154,0.178973926,0.256187971,0.075989246,0.090315923,0,0.047738933,FALSE,FALSE,FALSE,FALSE,0,0,392,51,29,77,0.146341463,5.910808983,3.103303561,0.060810811,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,SHA-1,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,sha1_init,00400bc0,SHA-1,1,0,1,0,0,0,21,2,1,0,0,0,0,21,0,0.240740741,0,21,0.203703704,0.148148148,0.166666667,0,0,0.092592593,FALSE,FALSE,FALSE,FALSE,0,0,16,8,5,11,0.166666667,4.782801943,2.560202752,0.047619048,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,SHA-1,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,sha1_update,00400c14,SHA-1,8,11,5,2,2,0.090909091,5.5,3,7,0,0,0,0,44,0,0.098098545,0,57,0.186940374,0.098098545,0.145698514,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,36,11,0,32,0.171641791,4.846573057,2.782681498,0.113636364,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,SHA-1,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,sha1_final,00400cc4,SHA-1,11,19,10,1,2,0.088888889,8.181818182,2,13,0,0,0,0,90,0,0.111424342,0,109,0.206752022,0.098464696,0.139160294,0,0,0.012959646,FALSE,FALSE,FALSE,FALSE,0,0,40,30,7,57,0.15234375,5.322798186,2.969664929,0.111111111,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,__do_global_ctors_aux,4.00E+32,Non-Crypto,5,6,3,1,2,0.090909091,4.4,3,6,0,0,0,0,22,0,0.188586957,0,34,0.185144928,0.163586957,0.116086957,0,0,0.025,FALSE,FALSE,FALSE,FALSE,0,0,28,9,1,15,0.132352941,4.530290104,2.834936606,0.136363636,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O2.elf,sha1_MIPS_mips-linux-gnu-gcc_O2.elf,_fini,00400f00,Non-Crypto,2,2,2,0,0,0,8.5,1,3,0,0,0,0,17,0,0.17032967,0,21,0.293956044,0.115384615,0.10989011,0,0,0.054945055,FALSE,FALSE,FALSE,FALSE,0,0,32,6,2,11,0.1,4.330346026,2.84509565,0.117647059,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,_init,004005d8,Non-Crypto,5,8,5,0,0,0.096774194,6.2,1,8,0,0,0,0,31,0,0.16950272,0,38,0.168502331,0.138199301,0.079399767,0,0,0.031303419,FALSE,FALSE,FALSE,FALSE,0,0,32,12,3,16,0.095890411,4.298298182,2.995833594,0.161290323,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,main,400660,Non-Crypto,5,14,11,1,2,0.043478261,18.4,2,12,0,0,0,0,92,0,0.162508995,0,106,0.186568506,0.147785069,0.142264155,0,0,0.014723926,FALSE,FALSE,FALSE,FALSE,0,0,184,30,12,58,0.151515152,5.433822812,2.760098739,0.119565217,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,__start,004007d0,Non-Crypto,3,4,3,1,2,0.045454545,7.333333333,1,4,0,0,0,0,22,0,0.169444444,0,19,0.083333333,0.161111111,0.05,0,0,0.008333333,FALSE,FALSE,FALSE,FALSE,0,0,20,7,1,10,0.136363636,4.405559372,2.772185461,0.136363636,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,deregister_tm_clones,400830,Non-Crypto,4,5,3,0,0,0.142857143,3.5,2,5,0,0,0,0,14,0,0.375,0,18,0.133928571,0.25,0.035714286,0,0,0.125,FALSE,FALSE,FALSE,FALSE,0,0,16,6,4,4,0.037037037,3.839133533,3.273406021,0.214285714,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,register_tm_clones,400868,Non-Crypto,4,5,3,0,0,0.105263158,4.75,2,5,0,0,0,0,19,0,0.384615385,0,20,0.148351648,0.25,0.035714286,0,0,0.134615385,FALSE,FALSE,FALSE,FALSE,0,0,16,6,7,6,0.03125,4.207682118,3.574698735,0.157894737,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,__do_global_dtors_aux,004008b4,Non-Crypto,5,8,5,1,2,0.090909091,8.8,2,6,0,0,0,0,44,0,0.112518303,0,49,0.25238769,0.043650794,0.13574393,0,0,0.068867509,FALSE,FALSE,FALSE,FALSE,0,0,36,6,8,29,0.142857143,5.171301847,3.015410446,0.113636364,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,SHA-1,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,sha1_transform,400970,SHA-1,16,22,8,2,1,0.019283747,22.6875,2,9,0,0,0,0,363,0,0.451183087,0,314,0.136115696,0.301152599,0.069772771,0.101961052,0,0.048069436,FALSE,FALSE,FALSE,FALSE,0,0,416,115,88,175,0.165198238,5.952381372,2.890025765,0.022038567,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,SHA-1,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,sha1_init,00400f1c,SHA-1,1,0,1,0,0,0,21,2,1,0,0,0,0,21,0,0.240740741,0,21,0.203703704,0.148148148,0.166666667,0,0,0.092592593,FALSE,FALSE,FALSE,FALSE,0,0,16,8,5,11,0.166666667,4.782801943,2.560202752,0.047619048,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,SHA-1,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,sha1_update,00400f70,SHA-1,8,11,5,2,2,0.086956522,5.75,3,6,0,0,0,0,46,0,0.178263547,0,58,0.174363711,0.178263547,0.092826355,0,0,0,FALSE,FALSE,FALSE,FALSE,1,0,36,13,0,31,0.1640625,4.906465261,2.856452577,0.108695652,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,SHA-1,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,sha1_final,401028,SHA-1,9,16,9,0,0,0.052631579,12.66666667,1,11,0,0,0,0,114,0,0.096616067,0,128,0.201039237,0.090530256,0.135749836,0,0,0.006085811,FALSE,FALSE,FALSE,FALSE,0,0,40,25,7,83,0.182561308,5.09137314,2.740872407,0.078947368,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,__do_global_ctors_aux,004011f0,Non-Crypto,5,6,3,1,2,0.090909091,4.4,3,6,0,0,0,0,22,0,0.188586957,0,34,0.185144928,0.163586957,0.116086957,0,0,0.025,FALSE,FALSE,FALSE,FALSE,0,0,28,9,1,15,0.132352941,4.530290104,2.834936606,0.136363636,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,O3.elf,sha1_MIPS_mips-linux-gnu-gcc_O3.elf,_fini,004012c0,Non-Crypto,2,2,2,0,0,0,8.5,1,3,0,0,0,0,17,0,0.17032967,0,21,0.293956044,0.115384615,0.10989011,0,0,0.054945055,FALSE,FALSE,FALSE,FALSE,0,0,32,6,2,11,0.1,4.370859077,2.84509565,0.117647059,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,Os.elf,sha1_MIPS_mips-linux-gnu-gcc_Os.elf,_init,004005d8,Non-Crypto,5,8,5,0,0,0.096774194,6.2,1,8,0,0,0,0,31,0,0.16950272,0,38,0.168502331,0.138199301,0.079399767,0,0,0.031303419,FALSE,FALSE,FALSE,FALSE,0,0,32,12,3,16,0.095890411,4.291405012,2.995833594,0.161290323,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIPS,Non-Crypto,mips-linux-gnu-gcc,Os.elf,sha1_MIPS_mips-linux-gnu-gcc_Os.elf,main,400660,Non-Crypto,5,15,12,1,2,0.054054054,14.8,2,12,0,0,0,0,74,0,0.153870429,0,95,0.191330116,0.142846807,0.140956427,0,0,0.011023622,FALSE,FALSE,FALSE,FALSE,0,0,184,26,7,51,0.145922747,5.27874128,2.745982572,0.162162162,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
