architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,chacha_next,001017bc,Non-Crypto,3,4,3,0,0,0.15384615384615385,4.333333333333333,2,4,0,0,0,0,13,0.0,0.059259259259259255,0,29,0.24444444444444444,0.059259259259259255,0.2037037037037037,0.0,0.011111111111111112,0.0,False,False,False,False,0,0,8,4,0,12,0.1568627450980392,4.170134892428195,3.8141724021054766,0.23076923076923078,12
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,mt_init,001017e8,Non-Crypto,3,3,2,1,2,0.05555555555555555,6.0,2,3,0,0,0,0,18,0.0,0.09615384615384615,0,81,0.13354700854700854,0.08653846153846155,0.22863247863247863,0.0032051282051282055,0.009615384615384616,0.006410256410256411,False,False,False,False,0,0,8,28,3,12,0.04424778761061947,5.004027091448447,4.041598346371833,0.1111111111111111,16
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,mt_next,00101825,Non-Crypto,7,9,4,2,2,0.04411764705882353,9.714285714285714,2,7,0,0,0,0,68,0.0,0.1817191050070092,0,468,0.14808599624076504,0.16074275843881167,0.03380540116463437,0.011974988529893387,0.004781948755603715,0.009001358038304137,False,False,False,False,0,0,8,167,23,35,0.03684210526315789,5.561913187770762,3.614120598894366,0.058823529411764705,28
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,prng_init,00101935,Non-Crypto,16,24,10,1,2,0.16363636363636364,3.4375,2,20,0,0,0,0,55,0.0,0.1509813268386091,0,266,0.11766229070879763,0.14036919869215603,0.09547737455892995,0.008438215102974829,0.0005434782608695652,0.002173913043478261,False,False,False,False,0,0,56,78,7,35,0.0705521472392638,5.629814650549998,3.975444134186231,0.18181818181818182,36
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,prng_next,00101a12,Non-Crypto,11,18,9,0,0,0.13043478260869565,4.181818181818182,2,15,0,0,0,0,46,0.0,0.1176373034080544,0,105,0.1344717699954854,0.10344398684319632,0.10549559136515657,0.010240747394897593,0.0,0.003952569169960474,False,False,False,False,0,0,8,32,4,23,0.1005586592178771,5.384607829272785,3.7878892600313594,0.1956521739130435,26
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,prng_bytes,00101a88,Non-Crypto,8,11,5,1,1,0.075,5.0,2,7,0,0,0,0,40,0.0,0.10970588235294118,0,114,0.17378501400560223,0.10470588235294118,0.12863795518207283,0.005,0.008333333333333333,0.0,False,False,False,False,0,0,64,20,2,30,0.11695906432748537,5.383089277145807,3.81106233953559,0.125,29
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,prng_range,00101b06,Non-Crypto,1,1,2,0,0,0.0,9.0,1,2,0,0,0,0,9,0.0,0.14705882352941177,0,14,0.11764705882352941,0.08823529411764706,0.11764705882352941,0.029411764705882353,0.0,0.029411764705882353,False,False,False,False,0,0,8,4,2,6,0.11764705882352941,3.8164027166443875,3.862419180826715,0.2222222222222222,8
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,prng_double,00101b1d,Non-Crypto,4,5,3,0,0,0.0625,4.0,2,5,0,0,0,0,16,0.0,0.125,0,42,0.09375,0.1171875,0.09375,0.0,0.0,0.0078125,False,False,False,False,0,0,8,12,1,4,0.06896551724137931,4.659445162429412,3.683713829437564,0.1875,15
x86,Non-Crypto,gcc,Os,prng_x86_gcc_Os.elf,_fini,00101b54,Non-Crypto,1,0,1,0,0,0.0,4.0,2,1,0,0,0,0,4,0.0,0.19047619047619047,0,21,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.0,0.0,0.0,False,False,False,False,0,0,8,4,0,3,0.047619047619047616,3.238901256602631,3.344698375159713,0.25,3
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,_init,00010408,Non-Crypto,1,1,2,0,0,0.0,3.0,1,2,0,0,0,0,3,0.0,0.10526315789473684,0,10,0.3157894736842105,0.10526315789473684,0.21052631578947367,0.0,0.0,0.0,False,False,False,False,0,0,0,2,0,6,0.21052631578947367,3.2516291673878226,3.010570934268484,0.6666666666666666,2
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,_start,00010488,Non-Crypto,1,2,3,0,0,0.06666666666666667,15.0,1,3,0,0,0,0,15,0.0,0.043478260869565216,0,20,0.13043478260869565,0.043478260869565216,0.10869565217391304,0.0,0.0,0.0,False,False,False,False,0,0,0,2,0,6,0.10869565217391304,4.644106550888952,2.3524566896399377,0.2,14
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,call_weak_fn,000104bc,Non-Crypto,3,3,2,0,0,0.0,3.3333333333333335,1,4,0,0,0,0,10,0.0,0.07941176470588235,0,36,0.07254901960784314,0.052941176470588235,0.04607843137254902,0.0,0.0,0.026470588235294117,False,False,False,False,1,0,0,4,2,6,0.07272727272727272,4.6153115322251015,4.072738468960348,0.2,7
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,deregister_tm_clones,000104e0,Non-Crypto,4,5,3,0,0,0.15384615384615385,3.25,2,5,0,0,0,0,13,0.0,0.2,0,26,0.1375,0.2,0.05,0.0,0.0,0.0,False,False,False,False,1,0,0,4,0,8,0.02857142857142857,4.209867121904035,3.1399786482181,0.23076923076923078,9
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,register_tm_clones,0001050c,Non-Crypto,4,5,3,0,0,0.125,4.0,2,5,0,0,0,0,16,0.0,0.23629032258064517,0,57,0.09435483870967742,0.2120967741935484,0.05,0.0,0.0,0.024193548387096774,False,False,False,False,1,0,0,7,6,12,0.012987012987012988,4.6534955617749425,3.7275283797403787,0.1875,13
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,__do_global_dtors_aux,00010540,Non-Crypto,5,8,5,0,0,0.2,4.0,2,7,0,0,0,0,20,0.0,0.07191919191919191,0,30,0.2653832442067736,0.07191919191919191,0.14721330956625073,0.0,0.0,0.0,False,False,False,False,0,0,0,4,0,16,0.14035087719298245,4.680689288944334,3.145971326679435,0.25,17
ARM,RSA-1024,clang,O0,rsa1024_ARM_clang_O0.elf,mod_exp,00010584,RSA-1024,8,12,6,1,1,0.07462686567164178,8.375,2,4,0,0,0,0,67,0.0,0.056133322087269455,0,141,0.14483952937900307,0.03260280776728145,0.1226681822076559,0.0,0.016483516483516484,0.023530514319988004,False,False,False,False,0,0,48,7,9,58,0.17551020408163265,4.828015617776787,3.7712218739310437,0.08955223880597014,29
ARM,RSA-1024,clang,O0,rsa1024_ARM_clang_O0.elf,extended_gcd,00010690,RSA-1024,5,8,5,1,1,0.024390243902439025,16.4,2,5,0,0,0,0,82,0.0,0.04168611735674554,0,183,0.1934464175550763,0.015605928509154316,0.1629549753488633,0.0,0.003947368421052632,0.026080188847591224,False,False,False,False,0,0,96,3,8,81,0.21122112211221122,4.8604760321135805,3.866103964141962,0.06097560975609756,35
ARM,RSA-1024,clang,O0,rsa1024_ARM_clang_O0.elf,mod_inverse,000107d8,RSA-1024,1,3,4,0,0,0.02857142857142857,35.0,1,3,0,0,0,0,35,0.0,0.038461538461538464,0,69,0.23846153846153847,0.015384615384615385,0.16923076923076924,0.0,0.0,0.023076923076923078,False,False,False,False,0,0,56,2,3,31,0.16923076923076924,4.834586183863299,3.751090294263991,0.11428571428571428,21
ARM,RSA-1024,clang,O0,rsa1024_ARM_clang_O0.elf,is_prime,00010864,RSA-1024,17,24,9,1,1,0.06578947368421052,4.470588235294118,2,17,0,0,0,0,76,0.0,0.024540052247022222,0,272,0.14727374097888687,0.00615316559492469,0.12216817235244569,0.0017834793491864833,0.0,0.016603407302911048,False,False,False,False,0,0,56,7,22,67,0.082039911308204,4.807769513121168,4.23596674373572,0.11842105263157894,43
ARM,RSA-1024,clang,O0,rsa1024_ARM_clang_O0.elf,generate_prime,00010994,RSA-1024,7,11,6,1,1,0.038461538461538464,7.428571428571429,2,6,0,0,0,0,52,0.0,0.04764711263880699,0,160,0.14235197250147416,0.022069292833412437,0.1003512222366043,0.0016611295681063123,0.0,0.023916690237288242,False,False,False,False,0,0,40,7,12,46,0.10104529616724739,4.781338819923571,4.090318402418782,0.11538461538461539,34
ARM,RSA-1024,clang,O0,rsa1024_ARM_clang_O0.elf,rsa1024_generate_keypair,00010a64,RSA-1024,12,25,15,2,1,0.037037037037037035,13.5,1,11,0,0,0,0,162,0.0,0.056841072049974954,0,364,0.1168277072513438,0.023974186939037925,0.08194110006634503,0.004898989898989899,0.003289473684210526,0.027967895211947123,False,False,False,False,0,0,96,19,24,129,0.14590163934426228,5.115078958630089,4.1230810662213315,0.09259259259259259,57
ARM,RSA-1024,clang,O0,rsa1024_ARM_clang_O0.elf,rsa1024_encrypt,00010d08,RSA-1024,1,1,2,0,0,0.0,25.0,1,2,0,0,0,0,25,0.0,0.05102040816326531,0,61,0.29591836734693877,0.02040816326530612,0.24489795918367346,0.0,0.0,0.030612244897959183,False,False,False,False,0,0,56,2,3,29,0.24489795918367346,4.7482073152483455,3.681152042549468,0.08,14
ARM,RSA-1024,clang,O0,rsa1024_ARM_clang_O0.elf,rsa1024_decrypt,00010d6c,RSA-1024,1,1,2,0,0,0.0,25.0,1,2,0,0,0,0,25,0.0,0.05102040816326531,0,61,0.29591836734693877,0.02040816326530612,0.24489795918367346,0.0,0.0,0.030612244897959183,False,False,False,False,0,0,56,2,3,29,0.24489795918367346,4.7482073152483455,3.681152042549468,0.08,14
ARM,Non-Crypto,clang,O0,rsa1024_ARM_clang_O0.elf,main,00010dd0,Non-Crypto,1,8,9,0,0,0.013333333333333334,75.0,1,6,0,0,0,0,75,0.0,0.06620209059233449,0,173,0.21602787456445993,0.024390243902439025,0.17073170731707318,0.006968641114982578,0.0,0.03484320557491289,False,False,False,False,0,0,96,9,12,62,0.17073170731707318,5.080007954947203,3.837617141994609,0.12,34
